X,Y,DENOMINAZI,REGIONE,ENTE_TITOL,ENTE_GESTO,RESPONSABI,TELEFONO,E___MAIL,ALTRA_MAIL,INDIRIZZO,comune,PROVINCIA_,SITO_WEB,ALTRO_SITO,SOCIAL,ALTRO_SOCI,X,Y,icon_url
8.6649146,44.4023268,CE PARCO DEL BEIGUA,LIGURIA,COMUNE DIARENZANO,COMUNE DI ARENZANO,N.D.,0108 590300,ceparcobeigua@parcobeigua.it,,Via G.Marconi 165 - 16011 Arenzano (GE),Arenzano,GENOVA,www.parcodelbeigua.it,,N.D.,,8.664914599999999,44.402326799999997,./0.png
8.0279522,43.8855821,COMUNE DI IMPERIA,LIGURIA,COMUNE DI IMPERIA,COMUNE DI IMPERIA,BARBARO,0183 701292,barbaro@comuneimperia.it /cea@comuneimperia.it,,Viale Giacomo Matteotti 157 - 18100 Imperia (IM),Imperia,IMPERIA,www.comune.imperia.it,,N.D.,,8.027952200000000,43.885582100000001,./0.png
8.343547,44.169057,FINALE NATURA,LIGURIA,COMUNE DI FINALE,COMUNE DI FINALE,N.D.,0183 6890231,finalenatura.cea@gmail.com,,"Via Pertica, 29 - 17024 Comune di Finale Ligure (SV)",Finale Ligure,SAVONA,www.ceafinalenatura.it,,N.D.,,8.343546999999999,44.169057000000002,./0.png
8.9266472,44.4069166,LABTER GREEN POINT,LIGURIA,COMUNE DI GENOVA,COMUNE DI GENOVA,N.D.,0109 814570,labtergreenpoint@comunegenova.it,,"Via del Molo 65, 16128 Genova (GE)",Genova,GENOVA,www.genocacreativa.it,,N.D.,,8.926647200000000,44.406916600000002,./0.png
9.2116266,44.3356356,LABTER PARCO DI PORTOFINO,LIGURIA,PARCO DI PORTOFINO,PARCO DI PORTOFINO,N.D.,0185 289479,labter@parcoportofino.it,,Viale Rainusso 1 - 16038 Santa Margherita Ligure (GE),Santa Margherita Ligure,GENOVA,www.parcoportofino.it,,N.D.,,9.211626600000001,44.335635600000003,./0.png
9.3913944,44.2686839,LABTER TIGULLIO,LIGURIA,COMUNE DI SESTRI LEVANTE,COMUNE DI SESTRI LEVANTE,N.D.,0185 41023,labter@comune.sestri-levante.ge.it,,Salita alla Penisola Levante - 16039 Sestri Levante (GE),Sestri Levante,GENOVA,www.comune.sestri-levante.ge.it,,N.D.,,9.391394399999999,44.268683899999999,./0.png
8.57726,44.35951,PARCO COSTIERO PIANI DI IVREA,LIGURIA,COMUNE DI VARAZZE,COMUNE DI VARAZZE,N.D.,0199 390334 -347 0966840,ceavarazze@comune.arazze.sv.it,,"Viale Nazioni Unite 5 - 17019, Varazze (SV)",Varazze,SAVONA,www.comune.varazze.sv.it,,N.D.,,8.577260000000003,44.359510000000000,./0.png
9.158457,44.5185249,PARCO DELL’ANTOLA,LIGURIA,PARCO NATURALE REGIONALE DELL’ANTOLA,PARCO NATURALE REGIONALE DELL’ANTOLA,N.D.,0109 44175     ,ceantola@parcoantola.it  ,,Via N. S. della Provvidenza 3 – 16029 Torriglia (GE),Torriglia,GENOVA,www.parcoantola.it,,N.D.,,9.158457000000000,44.518524900000003,./0.png
9.3879033,44.4212815,PARCO DELL’AVETO,LIGURIA,ENTE PARCO NATURALE REGIONALE DELL’AVETO,ENTE PARCO NATURALE REGIONALE DELL’AVETO,N.D.,0185 343370  ,cea.aveto@parcoaveto.it  ,,"Via Marrè 75/A, Borzonasca (GE)",Borzonasca,GENOVA,www.parcoaveto.it,,N.D.,,9.387903300000000,44.421281499999999,./0.png
7.8722026,44.0203144,PARCO DELLE ALPI LIGURI,LIGURIA,PARCO DELLE ALPI LIGRI,COOPERATIVA SOCIALE HESPEROS DI IMPERIA,N.D.,0183 753384 ,cea@parconaturalealpiliguri.it / info@parconaturalealpiliguri.it ,,Via Roma 11 - 18026 Rezzo (IM),Rezzo,IMPERIA,www.parconaturalealpiliguri.it,,N.D.,,7.872202600000000,44.020314399999997,./0.png
9.957515,44.113623,PARCO DI MONTEMARCELLO O MAGRA VARA,LIGURIA,PARCO DI MONTEMARCELLO O MAGRA VARA,PARCO DI MONTEMARCELLO O MAGRA VARA,N.D.,0187 626172,cea@parcomagra.it,,"Via Paganino, 2 - 19038 - Sarzana (SP)",Sarzana,LA SPEZIA,www.parcomagra.it,,N.D.,,9.957515000000001,44.113622999999997,./0.png
9.7300121,44.1075878,PARCO NAZIONALE DELLE CINQUE TERRE,LIGURIA,ENE PARCO NAZIONALE DELLE CINQUE TERRE,ENE PARCO NAZIONALE DELLE CINQUE TERRE,N.D.,370 3157790,info@cinqueterre.it,,Via Discovolo s.n.c. - 1917 Manarola (SP),Riomaggiore,SAVONA,www.ceacinqueterre.it,,N.D.,,9.730012100000000,44.107587799999997,./0.png
8.5041619,44.3283587,RIVIERA DEL BEIGUA,LIGURIA,COMUNE DI ALBISSOLA MARINA,COMUNE DI ALBISSOLA MARINA,N.D.,366 6221213 - 327 8818713,staff@cearivierabeigua.it,,"Pazza Lam, 17012, Albissola Marina (SV)",Albissola Marina,SAVONA,www.cearivierabeigua.it,,N.D.,,8.504161900000000,44.328358700000003,./0.png
10.9157087,44.6424358,AREE PROTETTE DELL’EMILIA CENTRALE,EMILIA ROMAGNA,"COMUNI RUBIERA (RE), CAMPOGALLIANO, GUIGLIA, FANANO, FIUMALBO, FRASSINORO, MARANO SUL PANARO, MODENA, MONTECRETO, PIEVEPELAGO, RIOLUNATO, SESTOLA, ZOCCA (MO)","COMUNI RUBIERA (RE), CAMPOGALLIANO, GUIGLIA, FANANO, FIUMALBO, FRASSINORO, MARANO SUL PANARO, MODENA, MONTECRETO, PIEVEPELAGO, RIOLUNATO, SESTOLA, ZOCCA (MO)",CLAUDIA PIACENTINI,0592 09404,ceas@parchiemiliacentrale.it,,"Viale Barozzi, 340 - Modena (MO)",Modena,MODENA,n.d.,,N.D.,,10.915708700000000,44.642435800000001,./0.png
10.1748249,44.7399877,AREE PROTETTE DELL’EMILIA OCCIDENTALE OCCIDENTALE,EMILIA ROMAGNA,"AREE PROTETTE PARCHI REGIONALI BOSCHI DI CARREGA, TARO, VALLI DEL CEDRA E DEL PARMA (CENTO LAGHI), STIRONE E PIACENZIANO, TREBBIA E RISERVE NATURALI PARMA MORTA, MONTE PRINZERA, TORRILE E TRECASALI, GHIRARDI - COMUNI ALSENO, CALENDASCO, CARPANETO PIACENT",N.D.,SONIA ANELLI,0521 802688,s.anelli@parchiemiliaoccidentale.it,,"Parco Regionale Taro - Borgo della Pulce Corte di Giarola - Strada Giarola, 15 Collecchio (PR)",Collecchio,PARMA,www.parchidelducato.it,,N.D.,,10.174824900000001,44.739987700000000,./0.png
11.0978541,44.4677276,AREE PROTETTE DELL’EMILIA ORIENTALE,EMILIA ROMAGNA,"AREE PROTETTE PARCHI REGIONALI ABBAZIA DI MONTEVEGLIO, CORNO ALLE SCALE, GESSI BOLOGNESI E CALANCHI DELL’ABBADESSA, LAGHI SUVIANA E BRASIMONE, MONTE SOLE","AREE PROTETTE PARCHI REGIONALI ABBAZIA DI MONTEVEGLIO, CORNO ALLE SCALE, GESSI BOLOGNESI E CALANCHI DELL’ABBADESSA, LAGHI SUVIANA E BRASIMONE, MONTE SOLE",RAFFAELLA LEONELLI,0516 701044,protocollo@enteparchi.bo.it,,"Via Abbazia, 28 loc. Monteveglio - Valsamoggia (BO)",Valsamoggia,BOLOGNA,www.enteparchi.bo.it,,N.D.,,11.097854099999999,44.467727600000003,./0.png
12.175006,44.6989802,AREE PROTETTE DELTA DEL PO,EMILIA ROMAGNA,AREE PROTETTE DELTA DEL PO,AREE PROTETTE DELTA DEL PO,MARIA PIA PAGLIARUSCO /MONICA GUERRA / FILIPPO BALDASSARI,0533 314003,parcodeltapo@parcodeltapo.it / monica.guerra@vallidiargenta.org,,"C.so Mazzini, 200 - 44022 Comacchio (Fe)",Comacchio,FERRARA,www.parcodeltapo.it,,N.D.,,12.175006000000000,44.698980200000001,./0.png
11.9112432,44.4196418,BASSA ROMAGNA,EMILIA ROMAGNA,"COMUNI LUGO, ALFONSINE, BAGNACAVALLO, BAGNARA DI ROMAGNA, CONSELICE, COTIGNOLA, FUSIGNANO, MASSA LOMBARDA, SANT’AGATA SUL SANTERNO","COMUNI LUGO, ALFONSINE, BAGNACAVALLO, BAGNARA DI ROMAGNA, CONSELICE, COTIGNOLA, FUSIGNANO, MASSA LOMBARDA, SANT’AGATA SUL SANTERNO (RA)",AGNESE ALTERI,0545 38433,ceasbassaromagna@unione.labassaromagna.it,,"Largo della Repubblica, 12 - Lugo (RA)",Lugo,RAVENNA,http://ceas.labassaromagna.it,,N.D.,,11.911243199999999,44.419641800000001,./0.png
11.339896,44.509582,BOLOGNA BAC - BOLOGNA AMBIENTE COMUNE,EMILIA ROMAGNA,COMUNE BOLOGNA,"COMUNE BOLOGNA - PARTNER FONDAZIONE VILLA GHIGI, CENTRO ANTARTIDE",GIOVANNI FINI,0512 194702,ambientecomune@comune.bologna.it,,"Piazza Liber Paradisus, 10 - Bologna (BO)",Bologna,BOLOGNA,www.comune.bologna.it/ambiente,,N.D.,,11.339896000000000,44.509582000000002,./0.png
11.362845,44.5094007,CAMINA,EMILIA ROMAGNA,ASSOCIAZIONE CAMINA,ASSOCIAZIONE CAMINA,VALTER BARUZZI,0516 338903/ 6338910,segreteria@camina.it / v.baruzzi@camina.it,,"Viale Aldo Moro, 64 - piano 3 - Bologna (BO)",Bologna,BOLOGNA,www.camina.it,,N.D.,,11.362845000000000,44.509400700000000,./0.png
9.3868786,44.7664159,CDSA VAL TREBBIA,EMILIA ROMAGNA,"COMUNI BOBBIO, CERIGNALE, COLI, CORTEBRUGNATELLA, OTTONE, TRAVO, ZERBA (PC)","COMUNI BOBBIO, CERIGNALE, COLI, CORTEBRUGNATELLA, OTTONE, TRAVO, ZERBA (PC)",ADELE MAZZARI,0523 962806,icbobbio@virgilio.it - info@cooltour.it,,Piazza Santa Chiara 1 - Bobbio (PC),Bobbio,PIACENZA,www.icbobbio.it,,N.D.,,9.386878599999999,44.766415899999998,./0.png
11.3515582,44.4886197,CENTRO ANTARTIDE,EMILIA ROMAGNA,CENTRO ANTARTIDE,CENTRO ANTARTIDE,MARCO POLLASTRI,0512 60921,info@centroantartide.it,,"Via Santo Stefano, 67 - Bologna (BO)",Bologna,BOLOGNA,www.centroantartide.it,,N.D.,,11.351558199999999,44.488619700000001,./0.png
9.931967,45.09136,CENTRO INTERCOMUNALE AREA PADANA,EMILIA ROMAGNA,"COMUNI MONTICELLI D’ONGINA, CAORSO, CASTELVETRO PIACENTINO, VILLANOVA SULL’ARDA","COMUNI MONTICELLI D’ONGINA, CAORSO, CASTELVETRO PIACENTINO, VILLANOVA SULL’ARDA",ANNARITA VOLPI,0523 820066,culturale.monticelli@sintranet.it,,"Piazza Casali, 13 - Monticelli d’Ongina (PC)",Monticelli d'Ongina,PIACENZA,n.d.,,N.D.,,9.931967000000000,45.091360000000002,./0.png
10.3144849,44.7676635,CIREA CENTRO ITALIANO DI RICERCA ED EDUCAZIONE AMBIENTALE,EMILIA ROMAGNA,UNIVERSITÀ DEGLI STUDI DI PARMA DIPARTIMENTO DI BIOSCIENZE,UNIVERSITÀ DEGLI STUDI DI PARMA DIPARTIMENTO DI BIOSCIENZE,ANTONELLA BACHIORRI,0521 905611 - 905615,infocirea@unipr.it,,"Parco Area delle Scienze, 11/A - Parma (PR)",Parma,PARMA,www.cirea.unipr.it,,N.D.,,10.314484900000000,44.767663499999998,./0.png
10.3429588,44.3168321,DI ONDA IN ONDA ATELIER DELLE ACQUE E DELLE ENERGIE,EMILIA ROMAGNA,COMUNI LIGONCHIO (RE) + ALTRI,PARTNER L’ATELIER DI ONDA IN ONDA,NATASCIA ZAMBONINI,331 6149145,info@diondainonda.com,,"Via del Lago, 1 - Ligonchio (RE)",Ventasso,REGGIO EMILIA,www.diondainonda.com / www.reggiochildren.it / www.parcoappennino.it,,N.D.,,10.342958800000000,44.316832099999999,./0.png
11.6294614,44.8265994,FERRARA CENTRO IDEA,EMILIA ROMAGNA,COMUNE FERRARA,COMUNE FERRARA,ELISABETTA MARTINELLI,0532 742624 / 740692,idea@comune.fe.it,,"Via XX Settembre, 152 Ferrara (FE)",Ferrara,FERRARA,www.comune.fe.it/idea,,N.D.,,11.629461400000000,44.826599399999999,./0.png
11.3263647,44.47593,FONDAZIONE VILLA GHIGI,EMILIA ROMAGNA,FONDAZIONE VILLA GHIGI,FONDAZIONE VILLA GHIGI,MINO PETAZZINI,0513 399084 - 3399120,info@fondazionevillaghigi.it,,"Via San Mamolo, 105 - Bologna (BO)",Bologna,BOLOGNA,www.fondazionevillaghigi.it,,N.D.,,11.326364699999999,44.475929999999998,./0.png
11.9073078,43.9475226,FORESTE CASENTINESI,EMILIA ROMAGNA,"AREE PROTETTE PARCO NAZIONALE FORESTE CASENTINESI, MONTE FALTERONA E CAMPIGNA + COMUNI BAGNO DI ROMAGNA, SANTA SOFIA, PREMILCUORE, PORTICO - SAN BENEDETTO, TREDOZIO (FC), CHIUSI DELLA VERNA, BIBBIENA, POPPI, PRATOVECCHIO STIA (AR), LONDA E SAN GODENZO (F","AREE PROTETTE PARCO NAZIONALE FORESTE CASENTINESI, MONTE FALTERONA E CAMPIGNA + COMUNI BAGNO DI ROMAGNA, SANTA SOFIA, PREMILCUORE, PORTICO - SAN BENEDETTO, TREDOZIO (FC), CHIUSI DELLA VERNA, BIBBIENA, POPPI, PRATOVECCHIO STIA (AR), LONDA E SAN GODENZO (F",FRANCO LOCATELLI,0543 971375,info@parcoforestecasentinesi.it,,"Via Nefetti, 3 - Santa Sofia (FC)",Santa Sofia,FORLI' - CESENA,www.parcoforestecasentinesi.it,,N.D.,,11.907307800000000,43.947522599999999,./0.png
9.9077786,44.9287938,GE,EMILIA ROMAGNA,"COMUNI FIORENZUOLA D’ARDA, ALSENO, CADEO, PONTENURE","COMUNI FIORENZUOLA D’ARDA, ALSENO, CADEO, PONTENURE",ELENA TRENTO,0523 989233,ambiente@comune.fiorenzuola.pc.it,,"Piazzale San Giovanni, 2 - Fiorenzuola d’Arda (PC)",Fiorenzuola d'Arda,PIACENZA,www.comune.fiorenzuola.pc.it,,N.D.,,9.907778600000000,44.928793800000001,./0.png
11.7090397,44.3566059,GEOL@B ONLUS,EMILIA ROMAGNA,ASSOCIAZIONE GEOL@B,ASSOCIAZIONE GEOL@B,GILMO VIANELLO,0542 30298 - 340 2527148,geolab@geolab-onlus.org,,"Via Case di Dozza, 22 - Imola (BO)",Imola,BOLOGNA,www.geolab-onlus.org,,N.D.,,11.709039700000000,44.356605899999998,./0.png
11.1872101,44.639302,GIAPP GESTIONE INTEGRATA DELLE AREE PROTETTE DELLA PIANURA,EMILIA ROMAGNA,"COMUNI SAN GIOVANNI IN PERSICETO, ANZOLA EMILIA, BARICELLA, BENTIVOGLIO, CALDERARA DI RENO, CREVALCORE, PIEVE DI CENTO, SALA BOLOGNESE, SAN LAZZARO DI SAVENA, SAN PIETRO IN CASALE, SANT’AGATA BOLOGNESE","COMUNI SAN GIOVANNI IN PERSICETO, ANZOLA EMILIA, BARICELLA, BENTIVOGLIO, CALDERARA DI RENO, CREVALCORE, PIEVE DI CENTO, SALA BOLOGNESE, SAN LAZZARO DI SAVENA, SAN PIETRO IN CASALE, SANT’AGATA BOLOGNESE (BO)",LORENA ZANNI,0516 812849,lzanni@comunepersiceto.it / ambiente@comunepersiceto.it,,"Via d’Azeglio, 20 San Giovanni in Persiceto (BO)",San Giovanni in Persiceto,BOLOGNA,www.comunepersiceto.it,,N.D.,,11.187210100000000,44.639302000000001,./0.png
11.7009177,44.3497904,IMOLESE,EMILIA ROMAGNA,"COMUNI IMOLA, CASALFIUMANESE, CASTEL DEL RIO, CASTEL GUELFO DI BOLOGNA, CASTEL SAN PIETRO TERME, DOZZA, FONTANELICE, MORDANO","COMUNI IMOLA, CASALFIUMANESE, CASTEL DEL RIO, CASTEL GUELFO DI BOLOGNA, CASTEL SAN PIETRO TERME, DOZZA, FONTANELICE, MORDANO (BO)",ALESSANDRA LOMBINI,0542 602183,ceas.imolese@comune.imola.bo.it / bosco.frattona@comune.imola.bo.it,,"Via Pirandello, 12 - Imola (BO)",Imola,BOLOGNA,www.comune.imola.bo.it/ceasimolese,,N.D.,,11.700917700000000,44.349790400000003,./0.png
9.6858669,45.0494378,INFOAMBIENTE PIACENZA,EMILIA ROMAGNA,COMUNE PIACENZA,PARTNER ALER - ASSOCIAZIONE AMBIENTE E LAVORO PER L’EMILIA-ROMAGNA CDE - CENTRO DOCUMENTAZIONE EDUCATIVA PER LA PROVINCIA DI PIACENZA,DANIELA ROSSI,0523 492171,infoambiente@comune.piacenza.it,,"Via Beverora, 57 - Piacenza (PC)",Piacenza,PIACENZA,n.d.,,N.D.,,9.685866900000001,45.049437800000000,./0.png
11.0538673,44.8870437,LA RAGANELLA,EMILIA ROMAGNA,LA RAGANELLA,N.D.,SABRINA REBECCHI,0535 29724/ 29712/ 29713,cea.laraganella@unioneareanord.mo.it,,"Via Giolitti, 22 - Mirandola (MO)",Mirandola,MODENA,www.unioneareanord.mo.it/servizi/centro-educazione-ambientale,,N.D.,,11.053867300000000,44.887043700000000,./0.png
12.0363295,44.2113114,MAUSE - FORLÌ,EMILIA ROMAGNA,COMUNE FORLÌ,COMUNE FORLÌ (FC),FRANCESCA BACCHIOCCHI,0543 416325,mause@comune.forli.fc.it,,"Via Paulucci Ginnasi, 15\17 - Forlì (FC)",Forlì,FORLI' - CESENA,n.d.,,N.D.,,12.036329500000001,44.211311400000000,./0.png
12.242436,44.136881,MULTICENTRO DI CESENA,EMILIA ROMAGNA,COMUNE CESENA,COMUNE CESENA (FC),LUCIA GARAFFONI,0547 356399,ambiente@comune.cesena.fc.it,,"Piazza del Popolo, 10 - Cesena (FC)",Cesena,FORLI' - CESENA,www.comune.cesena.fc.it/cesenambiente,,N.D.,,12.242436000000000,44.136881000000002,./0.png
10.6339547,44.6976147,MULTICENTRO DI REGGIO EMILIA,EMILIA ROMAGNA,COMUNE REGGIO EMILIA,"PARTNER WWF REGGIO EMILIA, LEGAMBIENTE REGGIO EMILIA",IOLANDA BOLONDI,0522 456566,cea@municipio.re.it,,"Via Emilia San Pietro, 12 - Reggio Emilia (RE)",Reggio nell'Emilia,REGGIO EMILIA,www.municipio.re.it/ceasmulticentro,,N.D.,,10.633954700000000,44.697614700000003,./0.png
12.5651391,44.0632901,MULTICENTRO DI RIMINI,EMILIA ROMAGNA,COMUNE RIMINI,COMUNE RIMINI,BRUNO ANGELINI,0541 704980,N.D.,,"via Ducale 7, Rimini 47921 (RN)",Rimini,RIMINI,www.comune.rimini.it,,N.D.,,12.565139100000000,44.063290100000003,./0.png
12.2075414,44.4182725,MULTICENTRO RAVENNA - AGENDA 21,EMILIA ROMAGNA,COMUNE RAVENNA,COMUNE RAVENNA,LUANA GASPARINI,0544 482266,lgasparini@comune.ra.it,,"Piazzale Farini, 21 - Ravenna (RA)",Ravenna,RAVENNA,www.comune.ra.it/Aree-Tematiche/Ambiente-Territorio-e-Mobilita/Ambiente-e-Sostenibilita/C.E.A.S.-Ravenna-Agenda-21 / www.agenda21.ra.it,,N.D.,,12.207541400000000,44.418272500000000,./0.png
10.9168852,44.6563562,MUSA MULTICENTRO AMBIENTE E SALUTE MODENA,EMILIA ROMAGNA,COMUNE MODENA,COMUNE MODENA,GIOVANNI IORIO,0592 032390 - 2033535 - 2032388,musa@comune.modena.it,,"Via Santi, 40 - Modena (MO)",Modena,MODENA,www.comune.modena.it/musa,,N.D.,,10.916885199999999,44.656356199999998,./0.png
11.042075,44.677717,NONANTOLA E TERRE DEL SORBARA,EMILIA ROMAGNA,"COMUNI NONANTOLA, BASTIGLIA, BOMPORTO, RAVARINO (MO)","COMUNI NONANTOLA, BASTIGLIA, BOMPORTO, RAVARINO (MO)",ALESSANDRA TOMEAZZI,0595 46874,ceas@comune.nonantola.mo.it,,"Piazza Liberazione, 22 - Nonantola (MO)",Nonantola,MODENA,n.d.,,N.D.,,11.042075000000001,44.677717000000001,./0.png
10.7955133,44.5412928,PEDECOLLINARE,EMILIA ROMAGNA,"COMUNI SASSUOLO, FIORANO MODENESE, FORMIGINE, MARANELLO, PRIGNANO SULLA SECCHIA (MO)","COMUNI SASSUOLO, FIORANO MODENESE, FORMIGINE, MARANELLO, PRIGNANO SULLA SECCHIA (MO)",MARIALUISA CAMPANI,0536 1844872,ceaspedecollinare@comune.sassuolo.mo.it,,"Via Decorati al Valor Militare, 30 - Sassuolo (MO)",Sassuolo,MODENA,n.d.,,N.D.,,10.795513300000000,44.541292800000001,./0.png
12.3964883,44.2066674,POLO ADRIATICO,EMILIA ROMAGNA,POLO ADRIATICO,POLO ADRIATICO,STEFANIA FONGOLI,0547 80278,info@poloadriatico.it,,"Via Vespucci, 2 - Cesenatico (FC)",Cesenatico,FORLI' - CESENA,www.poloadriatico.it,,N.D.,,12.396488300000000,44.206667400000001,./0.png
13.1110765,43.0008606,RETE REGGIANA,EMILIA ROMAGNA,"COMUNI ALBINEA, BIBBIANO, CAMPEGINE, CANOSSA, POVIGLIO E VEZZANO SUL CROSTOLO (RE)","COMUNI ALBINEA, BIBBIANO, CAMPEGINE, CANOSSA, POVIGLIO E VEZZANO SUL CROSTOLO (RE)",FABIO SIMONAZZI,0522 590224 - 590206,cearetereggiana@comune.albinea.re.it,,"Municipio di Albinea - piazza Cavicchioni, 8 42020 Albinea (RE)",Albinea,REGGIO EMILIA,www.ceas-retereggiana.it,,N.D.,,13.111076499999999,43.000860600000003,./0.png
11.8828008,44.2827569,ROMAGNA FAENTINA,EMILIA ROMAGNA,"COMUNI FAENZA, BRISIGHELLA, CASOLA VALSENIO, CASTEL BOLOGNESE, RIOLO TERME, SOLAROLO","COMUNI FAENZA, BRISIGHELLA, CASOLA VALSENIO, CASTEL BOLOGNESE, RIOLO TERME, SOLAROLO (RA)",GIAN PAOLO COSTA,0546 691593,ceasfaenza@gmail.com,,"Via San Giovanni Bosco, 1 - Faenza (RA)",Faenza,RAVENNA,www.ceasromagnafaentina.it,,N.D.,,11.882800800000000,44.282756900000003,./0.png
12.2702531,43.8186996,SASSO SIMONE E SIMONCELLO,EMILIA ROMAGNA,"COMUNI CASTELDELCI, MAIOLO, NOVAFELTRIA, PENNABILLI, SAN LEO, SANT’AGATA FELTRIA, TALAMELLO (RN), AUDITORE, BELFORTE ALL’ISAURO, CARPEGNA, FRONTINO, LUNANO, MACERATA FELTRIA, MERCATINO CONCA, MONTE CERIGNONE, MONTECOPIOLO, MONTE GRIMANO TERME, PIANDI","COMUNI CASTELDELCI, MAIOLO, NOVAFELTRIA, PENNABILLI, SAN LEO, SANT’AGATA FELTRIA, TALAMELLO (RN), AUDITORE, BELFORTE ALL’ISAURO, CARPEGNA, FRONTINO, LUNANO, MACERATA FELTRIA, MERCATINO CONCA, MONTE CERIGNONE, MONTECOPIOLO, MONTE GRIMANO TERME, PIANDI",GIANFRANCO SORIANI,0541 928047,cv.museonat@libero.it,,"Via dei Tigli, 5 - Pennabilli (RN)",Pennabilli,RIMINI,www.parcosimone.it,,N.D.,,12.270253100000000,43.818699600000002,./0.png
